Date,Time,Acc,Gyro
2025-02-07,14:25:26,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:26,"0.21, -0.07, 0.99","-0.37, -0.24, -0.24"
2025-02-07,14:25:27,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:27,"0.21, -0.08, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:28,"0.21, -0.07, 0.99","-0.43, -0.24, -0.18"
2025-02-07,14:25:28,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:29,"0.21, -0.07, 0.99","-0.37, -0.24, -0.18"
2025-02-07,14:25:29,"0.21, -0.07, 0.99","-0.43, -0.31, -0.18"
2025-02-07,14:25:30,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:30,"0.21, -0.07, 0.99","-0.31, -0.31, -0.24"
2025-02-07,14:25:31,"0.21, -0.07, 0.99","-0.31, -0.31, -0.18"
2025-02-07,14:25:31,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:32,"0.21, -0.07, 0.99","-0.31, -0.24, -0.18"
2025-02-07,14:25:32,"0.21, -0.07, 0.99","-0.31, -0.31, -0.18"
2025-02-07,14:25:33,"0.21, -0.07, 0.99","-0.37, -0.24, -0.18"
2025-02-07,14:25:33,"0.21, -0.08, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:34,"0.21, -0.07, 0.99","-0.37, -0.24, -0.18"
2025-02-07,14:25:34,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:35,"0.21, -0.08, 0.99","-0.31, -0.24, -0.18"
2025-02-07,14:25:35,"0.21, -0.08, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:36,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:36,"0.21, -0.07, 0.99","-0.31, -0.31, -0.24"
2025-02-07,14:25:37,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:37,"0.21, -0.07, 0.99","-0.43, -0.31, -0.18"
2025-02-07,14:25:38,"0.21, -0.07, 0.99","-0.43, -0.31, -0.18"
2025-02-07,14:25:38,"0.21, -0.08, 0.99","-0.37, -0.24, -0.18"
2025-02-07,14:25:39,"0.21, -0.07, 0.99","-0.43, -0.24, -0.18"
2025-02-07,14:25:39,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:40,"0.21, -0.07, 0.99","-0.37, -0.24, -0.24"
2025-02-07,14:25:40,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:41,"0.21, -0.07, 0.99","-0.31, -0.31, -0.18"
2025-02-07,14:25:41,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:42,"0.21, -0.07, 0.99","-0.43, -0.31, -0.18"
2025-02-07,14:25:42,"0.21, -0.07, 0.99","-0.31, -0.31, -0.18"
2025-02-07,14:25:43,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:43,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:44,"0.21, -0.07, 0.99","-0.43, -0.24, -0.24"
2025-02-07,14:25:44,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:45,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:45,"0.21, -0.07, 0.99","-0.31, -0.24, -0.24"
2025-02-07,14:25:46,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:46,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:47,"0.21, -0.08, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:47,"0.21, -0.07, 0.99","-0.37, -0.24, -0.24"
2025-02-07,14:25:48,"0.21, -0.08, 0.99","-0.43, -0.24, -0.24"
2025-02-07,14:25:48,"0.21, -0.07, 0.99","-0.37, -0.24, -0.18"
2025-02-07,14:25:49,"0.21, -0.07, 0.99","-0.37, -0.24, -0.18"
2025-02-07,14:25:49,"0.21, -0.08, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:50,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:50,"0.21, -0.07, 0.99","-0.43, -0.31, -0.24"
2025-02-07,14:25:51,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:51,"0.21, -0.07, 0.99","-0.31, -0.31, -0.24"
2025-02-07,14:25:52,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:52,"0.21, -0.07, 0.99","-0.43, -0.31, -0.24"
2025-02-07,14:25:53,"0.21, -0.07, 0.99","-0.49, -0.24, -0.18"
2025-02-07,14:25:53,"0.21, -0.07, 0.99","-0.31, -0.31, -0.18"
2025-02-07,14:25:54,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:54,"0.21, -0.07, 0.99","-0.37, -0.31, -0.18"
2025-02-07,14:25:55,"0.21, -0.07, 0.99","-0.37, -0.31, -0.24"
2025-02-07,14:25:55,"0.21, -0.07, 0.99","-0.55, -0.24, -0.18"
2025-02-07,14:25:56,"0.21, -0.07, 0.99","-1.46, -0.49, 0.06"
2025-02-07,14:25:56,"0.44, -0.02, 1.37","-69.09, 166.26, 80.26"
2025-02-07,14:25:57,"0.60, -1.29, 0.13","147.64, -192.26, 195.07"
2025-02-07,14:25:57,"-0.17, -0.05, 0.93","-7.87, 3.72, -75.99"
2025-02-07,14:25:58,"-0.01, 0.02, 0.19","-15.14, 276.67, 88.81"
2025-02-07,14:25:58,"0.28, -0.10, 0.75","53.89, -47.49, -86.00"
2025-02-07,14:25:59,"0.31, -0.02, 0.95","-3.54, 10.99, 15.50"
2025-02-07,14:25:59,"0.23, -0.04, 0.98","-0.31, -0.24, -0.31"
2025-02-07,14:26:00,"0.22, -0.04, 0.98","-0.37, -0.31, -0.24"
2025-02-07,14:26:00,"0.22, -0.04, 0.98","-0.37, -0.24, -0.24"
2025-02-07,14:26:01,"0.22, -0.04, 0.99","-0.37, -0.24, -0.24"
2025-02-07,14:26:01,"0.22, -0.04, 0.99","-0.37, -0.24, -0.18"
2025-02-07,14:26:02,"0.22, -0.04, 0.98","-0.37, -0.31, -0.24"
2025-02-07,14:26:02,"0.23, -0.04, 0.98","-0.37, -0.24, -0.24"
2025-02-07,14:26:03,"0.23, -0.04, 0.98","-0.37, -0.18, -0.24"
2025-02-07,14:26:03,"0.22, -0.04, 0.98","-0.37, -0.24, -0.18"
2025-02-07,14:26:04,"0.22, -0.04, 0.98","-0.37, -0.24, -0.24"
2025-02-07,14:26:04,"0.22, -0.04, 0.98","-0.31, -0.24, -0.24"
2025-02-07,14:26:05,"0.22, -0.04, 0.98","-0.24, -0.24, -0.31"
2025-02-07,14:26:05,"0.22, -0.04, 0.98","-0.37, -0.31, -0.18"
2025-02-07,14:26:06,"0.22, -0.03, 0.99","-0.73, -0.49, 0.06"
2025-02-07,14:26:06,"0.23, -0.04, 0.99","-0.24, -0.18, -0.31"
2025-02-07,14:26:07,"0.60, -0.11, 1.01","125.49, 155.70, 4.09"
2025-02-07,14:26:07,"-0.08, -0.24, -1.13","218.63, 3.42, -16.17"
2025-02-07,14:26:08,"0.15, -1.02, 0.09","128.85, 35.16, -9.03"
2025-02-07,14:26:08,"-0.14, -0.64, -0.72","-941.71, -149.54, 141.36"
2025-02-07,14:26:09,"-0.47, -0.13, -1.91","-89.78, -15.38, -27.10"
2025-02-07,14:26:09,"-0.10, -0.50, -0.71","531.19, 89.97, -99.49"
2025-02-07,14:26:10,"-0.01, -1.31, 0.09","-805.97, -48.58, 169.25"
2025-02-07,14:26:10,"-0.20, 0.35, -0.17","481.75, 133.18, -46.08"
2025-02-07,14:26:11,"0.08, -1.26, -0.76","-1952.58, -269.53, 174.50"
2025-02-07,14:26:11,"-0.21, 0.39, -0.35","330.69, -95.64, 16.97"
2025-02-07,14:26:12,"-0.31, 0.36, -0.74","355.77, 44.92, -23.68"
2025-02-07,14:26:12,"0.11, -0.62, 1.41","-1370.06, -101.62, 197.69"
2025-02-07,14:26:13,"-0.05, -0.27, -0.69","1523.56, 20.51, -246.09"
2025-02-07,14:26:13,"-0.06, -0.01, -0.95","320.80, 7.32, -24.17"
2025-02-07,14:26:14,"0.62, -1.92, 1.34","-1911.74, -259.34, 241.94"
2025-02-07,14:26:14,"-0.05, -1.06, 0.76","209.66, -53.28, -33.63"
2025-02-07,14:26:15,"0.33, -0.82, 0.82","-30.46, 3.66, -10.19"
2025-02-07,14:26:15,"1.44, -1.43, 1.64","-40.47, 234.37, 113.83"
2025-02-07,14:26:16,"1.03, -0.79, 1.08","30.58, -303.28, -442.44"
2025-02-07,14:26:16,"0.51, -0.37, 0.66","63.54, 19.47, -63.66"
2025-02-07,14:26:17,"0.40, -0.15, 0.82","-0.37, -25.88, 0.79"
2025-02-07,14:26:17,"0.72, -0.53, 0.49","-5.25, 31.01, 23.50"
2025-02-07,14:26:18,"0.78, -0.95, 1.43","76.60, 21.91, -32.10"
2025-02-07,14:26:18,"0.98, -0.39, 1.81","16.36, -318.05, -194.21"
2025-02-07,14:26:19,"0.32, -0.60, 0.85","41.69, -8.85, -11.05"
2025-02-07,14:26:19,"1.26, 2.97, 1.12","1.53, -51.09, 116.94"
2025-02-07,14:26:20,"0.13, -0.71, 0.74","-9.09, -24.29, 2.69"
2025-02-07,14:26:20,"1.73, 2.74, 2.31","-260.44, 48.71, -116.88"
2025-02-07,14:26:21,"0.31, -0.75, 0.25","102.54, -122.86, -2.75"
2025-02-07,14:26:21,"1.24, -0.99, 2.30","-13.73, 407.90, 307.50"
2025-02-07,14:26:22,"0.31, 0.13, 0.79","-124.21, 5.07, 35.22"
2025-02-07,14:26:22,"0.38, 0.01, 0.99","39.00, 56.09, -8.30"
2025-02-07,14:26:23,"0.29, -0.00, 0.97","-0.12, 0.12, -0.67"
2025-02-07,14:26:23,"0.29, -0.01, 0.97","-0.31, -0.24, -0.18"
2025-02-07,14:26:24,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:24,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:25,"0.29, -0.01, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:26:25,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:26,"0.29, -0.01, 0.97","-0.31, -0.24, -0.24"
2025-02-07,14:26:26,"0.29, -0.01, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:26:27,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:27,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:28,"0.29, -0.01, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:26:28,"0.29, -0.01, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:26:29,"0.29, -0.01, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:26:29,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:26:30,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:30,"0.29, -0.01, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:26:31,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:31,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:26:32,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:32,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:26:33,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:33,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:34,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:34,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:35,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:35,"0.29, -0.01, 0.97","-0.37, -0.37, -0.18"
2025-02-07,14:26:36,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:36,"0.29, -0.01, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:26:37,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:37,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:38,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:38,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:39,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:39,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:40,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:40,"0.29, -0.01, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:26:41,"0.29, -0.01, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:26:41,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:42,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:42,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:43,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:26:43,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:44,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:45,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:45,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:26:46,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:46,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:47,"0.29, -0.01, 0.97","-0.31, -0.24, -0.18"
2025-02-07,14:26:47,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:48,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:48,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:26:49,"0.29, -0.01, 0.97","-0.37, -0.31, -0.12"
2025-02-07,14:26:49,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:50,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:50,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:51,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:51,"0.29, -0.01, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:26:52,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:52,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:53,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:53,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:26:54,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:54,"0.29, -0.01, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:26:55,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:55,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:56,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:56,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:57,"0.29, -0.01, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:26:57,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:58,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:26:58,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:59,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:26:59,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:00,"0.29, -0.01, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:00,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:01,"0.29, -0.01, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:27:01,"0.29, -0.01, 0.97","-0.31, -0.24, -0.18"
2025-02-07,14:27:02,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:02,"0.29, -0.01, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:27:03,"0.29, -0.01, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:27:03,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:04,"0.29, -0.01, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:04,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:05,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:05,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:06,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:06,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:07,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:07,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:08,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:08,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:09,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:09,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:10,"0.29, -0.01, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:10,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:11,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:11,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:12,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:12,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:13,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:13,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:14,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:14,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:15,"0.29, -0.01, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:15,"0.29, -0.01, 0.97","-0.24, -0.24, -0.31"
2025-02-07,14:27:16,"0.29, -0.01, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:16,"0.29, -0.01, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:17,"0.29, -0.01, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:27:17,"0.42, -0.04, -1.12","20.20, 204.47, -168.46"
2025-02-07,14:27:18,"2.06, -1.21, 1.59","-147.89, 514.04, -90.39"
2025-02-07,14:27:18,"0.01, -0.42, 1.24","-39.25, -153.69, 88.13"
2025-02-07,14:27:19,"0.29, 0.30, -0.44","137.08, -123.60, -244.75"
2025-02-07,14:27:19,"0.53, -0.55, 1.06","63.11, -1.28, -56.09"
2025-02-07,14:27:20,"0.28, -0.02, 0.97","-0.12, 0.12, -0.61"
2025-02-07,14:27:20,"0.28, -0.02, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:27:21,"0.28, -0.02, 0.97","-0.43, -0.24, -0.24"
2025-02-07,14:27:21,"0.28, -0.02, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:22,"0.28, -0.02, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:27:22,"0.28, -0.02, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:23,"0.28, -0.02, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:23,"0.28, -0.02, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:24,"0.28, -0.20, 1.02","-68.85, -100.04, -3.97"
2025-02-07,14:27:24,"-0.89, -0.95, -0.62","-6.65, 95.52, 49.80"
2025-02-07,14:27:25,"-0.22, -0.10, 0.79","14.47, 1.16, -78.61"
2025-02-07,14:27:25,"0.32, -0.07, 0.97","58.17, 1.71, -25.45"
2025-02-07,14:27:26,"0.28, -0.02, 0.97","-0.24, -0.06, -0.37"
2025-02-07,14:27:26,"0.28, -0.02, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:27:27,"0.28, -0.02, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:27:27,"0.28, -0.02, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:27:28,"0.28, -0.02, 0.97","-0.61, -0.43, -0.06"
2025-02-07,14:27:28,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:29,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:27:29,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:30,"0.28, -0.02, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:27:30,"0.28, -0.02, 0.97","-0.24, -0.24, -0.24"
2025-02-07,14:27:31,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:27:31,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:32,"0.28, -0.02, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:32,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:33,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:33,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:34,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:34,"0.28, -0.02, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:27:35,"0.28, -0.02, 0.97","-0.31, -0.24, -0.18"
2025-02-07,14:27:35,"0.28, -0.02, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:36,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:36,"0.28, -0.02, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:27:37,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:37,"0.28, -0.02, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:38,"0.28, -0.02, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:38,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:39,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:39,"0.28, -0.02, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:40,"0.28, -0.02, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:40,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:27:41,"0.28, -0.02, 0.97","-0.31, -0.24, -0.18"
2025-02-07,14:27:41,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:27:42,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:42,"0.28, -0.02, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:43,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:43,"0.28, -0.02, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:44,"0.28, -0.02, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:44,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:45,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:27:45,"0.28, -0.02, 0.97","-0.31, -0.24, -0.24"
2025-02-07,14:27:46,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:46,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:47,"0.28, -0.02, 0.97","-0.37, -0.24, -0.24"
2025-02-07,14:27:47,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:48,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:48,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:49,"0.28, -0.02, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:49,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:50,"0.28, -0.02, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:27:50,"0.28, -0.02, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:51,"0.28, -0.02, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:51,"0.28, -0.02, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:27:52,"0.28, -0.02, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:52,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:53,"0.28, -0.02, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:53,"0.28, -0.02, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:27:54,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:54,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:55,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:55,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:56,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:56,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:57,"0.28, -0.02, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:27:57,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:27:58,"0.28, -0.02, 0.97","-0.31, -0.31, -0.24"
2025-02-07,14:27:58,"0.28, -0.02, 0.97","-0.37, -0.24, -0.18"
2025-02-07,14:27:59,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:27:59,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:28:00,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:28:00,"0.28, -0.02, 0.97","-0.43, -0.24, -0.18"
2025-02-07,14:28:01,"0.28, -0.02, 0.97","-0.43, -0.31, -0.18"
2025-02-07,14:28:01,"0.28, -0.02, 0.97","-0.37, -0.31, -0.18"
2025-02-07,14:28:02,"0.28, -0.02, 0.97","-0.31, -0.24, -0.24"
2025-02-07,14:28:02,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
2025-02-07,14:28:03,"0.28, -0.02, 0.97","-0.31, -0.24, -0.18"
2025-02-07,14:28:03,"0.28, -0.02, 0.97","-0.37, -0.31, -0.24"
2025-02-07,14:28:04,"0.28, -0.02, 0.97","-0.31, -0.24, -0.24"
2025-02-07,14:28:04,"0.28, -0.02, 0.97","-0.31, -0.31, -0.18"
